ElectDist,wfp_vote_totals,vote_totals,wfp_pct
66040,35,524,6.679389312977099
66041,39,786,4.961832061068702
66042,32,878,3.644646924829157
66043,34,543,6.261510128913444
66044,49,684,7.16374269005848
66045,65,666,9.75975975975976
66046,19,349,5.444126074498567
66047,50,727,6.87757909215956
66048,69,733,9.413369713506139
66049,94,812,11.576354679802956
66050,74,841,8.799048751486326
66051,73,887,8.22998872604284
66052,44,470,9.361702127659575
66053,68,581,11.703958691910499
66054,49,680,7.205882352941177
66055,30,515,5.825242718446602
66056,92,690,13.333333333333334
66057,89,790,11.265822784810126
66058,43,771,5.577172503242542
66059,29,578,5.017301038062284
66060,28,547,5.118829981718465
66061,27,612,4.411764705882353
66062,3,45,6.666666666666667
66063,11,615,1.7886178861788617
66064,43,828,5.193236714975845
66065,40,609,6.568144499178982
66066,32,933,3.429796355841372
66067,24,855,2.807017543859649
66068,44,877,5.017103762827822
66069,48,737,6.512890094979647
66070,37,702,5.27065527065527
66071,29,748,3.877005347593583
66072,11,383,2.8720626631853787
66073,43,817,5.2631578947368425
66074,5,94,5.319148936170213
67001,56,834,6.71462829736211
67002,41,555,7.387387387387387
67003,35,851,4.112808460634548
67004,58,878,6.605922551252847
67005,67,951,7.04521556256572
67006,15,187,8.02139037433155
67007,46,990,4.646464646464646
67008,48,894,5.369127516778524
67009,49,775,6.32258064516129
67010,50,886,5.643340857787811
67011,55,874,6.2929061784897025
67012,63,1086,5.801104972375691
67013,52,871,5.970149253731344
67014,31,641,4.83619344773791
67015,37,809,4.573547589616811
67016,57,1203,4.738154613466334
67017,46,833,5.5222088835534215
67018,61,948,6.434599156118144
67019,48,956,5.02092050209205
67020,42,1003,4.187437686939182
67021,19,785,2.4203821656050954
67022,47,827,5.683192261185006
67023,18,359,5.013927576601671
67024,62,955,6.492146596858639
67025,39,682,5.718475073313783
67026,64,1126,5.683836589698046
67027,33,582,5.670103092783505
67028,45,656,6.859756097560975
67029,32,646,4.953560371517028
67030,54,1076,5.018587360594796
67031,27,549,4.918032786885246
67032,37,887,4.1713641488162345
67033,20,689,2.9027576197387517
67034,50,1011,4.945598417408506
67035,45,775,5.806451612903226
67036,50,961,5.202913631633715
67037,53,1098,4.82695810564663
67038,50,1153,4.336513443191674
67039,35,1098,3.1876138433515484
67040,36,1023,3.5190615835777126
67041,31,940,3.297872340425532
67042,45,895,5.027932960893855
67043,13,513,2.53411306042885
67044,49,1017,4.818092428711898
67045,16,541,2.957486136783734
67046,26,324,8.024691358024691
67047,34,1046,3.2504780114722753
67048,14,604,2.3178807947019866
67049,26,671,3.874813710879285
67050,32,607,5.271828665568369
67051,22,466,4.721030042918455
67052,37,796,4.648241206030151
67053,26,519,5.009633911368016
67054,32,593,5.39629005059022
67055,23,480,4.791666666666667
67056,29,749,3.871829105473965
67057,57,946,6.025369978858351
67058,38,537,7.07635009310987
67059,37,914,4.048140043763676
67060,89,1221,7.289107289107289
67061,41,585,7.0085470085470085
67062,64,894,7.158836689038031
67063,54,862,6.2645011600928076
67064,33,695,4.748201438848921
67065,38,775,4.903225806451613
67066,11,371,2.964959568733154
67067,83,1041,7.973102785782901
68001,38,513,7.407407407407407
68002,19,455,4.175824175824176
68003,7,345,2.028985507246377
68004,36,586,6.143344709897611
68005,53,443,11.963882618510159
68006,21,489,4.294478527607362
68007,15,346,4.335260115606936
68008,85,894,9.507829977628635
68009,15,246,6.097560975609756
68010,13,386,3.3678756476683938
68011,52,596,8.724832214765101
68012,45,587,7.666098807495741
68013,27,659,4.09711684370258
68014,28,352,7.954545454545454
68015,15,357,4.201680672268908
68016,23,348,6.609195402298851
68017,34,570,5.964912280701754
68018,16,316,5.063291139240507
68019,19,474,4.008438818565401
68020,16,488,3.278688524590164
68021,35,656,5.335365853658536
68022,28,329,8.51063829787234
68023,13,382,3.4031413612565444
68024,0,41,0.0
68025,37,520,7.115384615384615
68026,20,354,5.649717514124294
68027,16,341,4.69208211143695
68028,67,659,10.166919575113809
68029,43,601,7.1547420965058235
68030,14,316,4.430379746835443
68031,32,428,7.4766355140186915
68032,48,658,7.2948328267477205
68033,76,764,9.947643979057592
68034,19,458,4.148471615720524
68035,38,576,6.597222222222222
68036,16,381,4.199475065616798
68037,27,677,3.9881831610044314
68038,37,599,6.176961602671119
68039,15,378,3.9682539682539684
68040,13,388,3.350515463917526
68041,21,512,4.1015625
68042,9,381,2.3622047244094486
68043,53,639,8.294209702660407
68044,47,721,6.51872399445215
68045,26,504,5.158730158730159
68046,28,578,4.844290657439446
68047,26,665,3.9097744360902253
68048,21,639,3.2863849765258215
68049,12,307,3.9087947882736156
68050,12,291,4.123711340206185
68051,10,652,1.5337423312883436
68052,23,605,3.8016528925619837
68053,27,449,6.013363028953229
68054,18,556,3.237410071942446
68055,38,926,4.103671706263499
68056,24,382,6.282722513089006
68057,32,454,7.048458149779735
68058,21,481,4.365904365904366
68059,13,376,3.4574468085106385
68060,23,463,4.967602591792657
68061,8,245,3.2653061224489797
68062,59,780,7.564102564102564
68063,43,701,6.134094151212554
68064,16,335,4.776119402985074
68065,46,818,5.623471882640587
68066,57,1034,5.51257253384913
68067,20,596,3.3557046979865772
68068,13,277,4.693140794223827
68069,13,330,3.9393939393939394
68070,71,1147,6.190061028770706
68071,25,474,5.274261603375527
68072,6,126,4.761904761904762
68073,12,183,6.557377049180328
68074,31,448,6.919642857142857
68075,12,313,3.8338658146964857
68079,0,0,0.0
69001,16,315,5.079365079365079
69002,36,614,5.863192182410423
69003,18,414,4.3478260869565215
69004,14,270,5.185185185185185
69005,65,602,10.79734219269103
69006,156,1028,15.17509727626459
69007,76,710,10.704225352112676
69008,52,591,8.798646362098138
69009,55,560,9.821428571428571
69010,28,320,8.75
69011,123,892,13.789237668161435
69012,114,1062,10.734463276836157
69013,47,641,7.332293291731669
69014,98,786,12.468193384223918
69015,60,762,7.874015748031496
69016,36,428,8.411214953271028
69017,46,443,10.383747178329571
69018,65,827,7.8597339782345825
69019,44,438,10.045662100456621
69020,65,666,9.75975975975976
69021,44,468,9.401709401709402
69022,74,834,8.872901678657074
69023,67,808,8.292079207920793
69024,20,518,3.861003861003861
69025,41,629,6.518282988871224
69026,31,331,9.365558912386707
69027,64,618,10.35598705501618
69028,27,349,7.736389684813753
69029,101,930,10.86021505376344
69030,91,935,9.732620320855615
69031,41,430,9.534883720930232
69032,22,315,6.984126984126984
69033,82,899,9.121245828698553
69034,42,698,6.017191977077364
69035,48,639,7.511737089201878
69036,63,818,7.701711491442543
69037,52,790,6.582278481012659
69038,58,813,7.134071340713407
69039,84,887,9.470124013528748
69040,47,567,8.289241622574956
69041,105,1286,8.164852255054432
69042,97,1031,9.408341416100873
69043,72,963,7.4766355140186915
69044,55,508,10.826771653543307
69045,114,1175,9.702127659574469
69046,73,872,8.371559633027523
69047,59,723,8.160442600276625
69048,64,798,8.020050125313283
69049,55,680,8.088235294117647
69050,75,928,8.081896551724139
69051,55,713,7.713884992987377
69052,68,1002,6.786427145708583
69053,34,652,5.214723926380368
69054,40,887,4.509582863585118
69055,27,447,6.040268456375839
69056,45,697,6.456241032998565
69057,48,548,8.75912408759124
69058,84,1004,8.366533864541832
69059,62,839,7.389749702026221
69060,94,944,9.957627118644067
69061,66,606,10.891089108910892
69062,48,594,8.080808080808081
69063,43,504,8.531746031746032
69064,26,427,6.0889929742388755
69065,38,649,5.855161787365177
69066,72,957,7.523510971786834
69067,45,639,7.042253521126761
69068,41,817,5.018359853121175
69069,33,680,4.852941176470588
69070,39,638,6.112852664576803
69071,51,905,5.6353591160221
69072,32,634,5.047318611987381
69073,59,1018,5.7956777996070725
69074,38,618,6.148867313915858
69075,24,695,3.4532374100719423
69076,43,653,6.584992343032159
70001,58,596,9.731543624161073
70002,29,372,7.795698924731183
70003,27,533,5.065666041275797
70004,48,631,7.606973058637084
70005,31,406,7.635467980295567
70006,28,441,6.349206349206349
70007,17,370,4.594594594594595
70008,14,367,3.8147138964577656
70009,18,375,4.8
70010,26,435,5.977011494252873
70011,21,502,4.183266932270916
70012,31,418,7.416267942583732
70013,74,824,8.980582524271844
70014,44,559,7.8711985688729875
70015,24,468,5.128205128205129
70016,104,958,10.855949895615867
70017,22,302,7.28476821192053
70018,80,644,12.422360248447205
70019,56,597,9.380234505862646
70020,72,914,7.87746170678337
70021,57,701,8.131241084165477
70022,55,808,6.806930693069307
70023,28,587,4.770017035775128
70024,16,585,2.735042735042735
70025,27,496,5.443548387096774
70026,44,765,5.751633986928105
70027,51,717,7.112970711297071
70028,41,721,5.6865464632454925
70029,90,1065,8.450704225352112
70030,73,950,7.684210526315789
70031,66,765,8.627450980392156
70032,67,589,11.375212224108658
70033,61,640,9.53125
70034,77,711,10.829817158931084
70035,104,1120,9.285714285714286
70036,29,704,4.119318181818182
70037,25,357,7.002801120448179
70038,42,569,7.381370826010545
70039,39,676,5.769230769230769
70040,41,699,5.86552217453505
70041,50,879,5.688282138794084
70042,19,318,5.9748427672955975
70043,17,547,3.1078610603290677
70044,48,944,5.084745762711864
70045,8,361,2.21606648199446
70046,18,429,4.195804195804196
70047,51,574,8.885017421602788
70048,50,507,9.861932938856016
70049,43,522,8.237547892720306
70050,37,490,7.551020408163265
70051,13,421,3.0878859857482186
70052,18,388,4.639175257731959
70053,42,665,6.315789473684211
70054,87,886,9.81941309255079
70055,66,756,8.73015873015873
70056,57,677,8.419497784342688
70057,59,510,11.568627450980392
70058,62,859,7.217694994179278
70059,59,647,9.119010819165378
70060,105,936,11.217948717948717
70061,80,700,11.428571428571429
70062,73,887,8.22998872604284
70063,58,679,8.541973490427099
70064,90,876,10.273972602739725
70065,62,779,7.958921694480103
70066,90,981,9.174311926605505
70067,21,553,3.7974683544303796
70068,28,490,5.714285714285714
70069,71,1207,5.882352941176471
71001,152,822,18.491484184914842
71002,115,716,16.06145251396648
71003,131,1054,12.428842504743834
71004,189,1203,15.71072319201995
71005,161,1069,15.060804490177736
71006,101,969,10.42311661506708
71007,155,875,17.714285714285715
71008,102,662,15.407854984894259
71009,135,803,16.811955168119553
71010,110,650,16.923076923076923
71011,96,495,19.393939393939394
71012,57,520,10.961538461538462
71013,58,561,10.33868092691622
71014,65,538,12.0817843866171
71015,61,515,11.844660194174757
71016,48,481,9.97920997920998
71017,69,565,12.212389380530974
71018,46,553,8.318264014466546
71019,37,399,9.273182957393484
71020,40,457,8.752735229759299
71021,34,546,6.227106227106227
71022,51,487,10.472279260780287
71023,40,524,7.633587786259542
71024,72,895,8.044692737430168
71025,35,388,9.02061855670103
71026,35,512,6.8359375
71027,54,562,9.608540925266905
71028,36,545,6.605504587155964
71029,34,503,6.759443339960239
71030,44,536,8.208955223880597
71031,13,363,3.581267217630854
71032,19,558,3.4050179211469533
71033,3,137,2.18978102189781
71034,13,446,2.914798206278027
71035,64,611,10.474631751227497
71036,60,595,10.084033613445378
71037,37,636,5.817610062893082
71038,68,644,10.559006211180124
71039,58,620,9.35483870967742
71040,54,633,8.530805687203792
71041,61,650,9.384615384615385
71042,67,711,9.423347398030943
71043,32,401,7.980049875311721
71044,37,508,7.283464566929134
71045,39,429,9.090909090909092
71046,40,538,7.434944237918216
71047,21,383,5.483028720626632
71048,65,642,10.12461059190031
71049,64,704,9.090909090909092
71050,36,492,7.317073170731708
71051,80,826,9.685230024213075
71052,91,979,9.295199182839632
71053,25,417,5.995203836930456
71054,28,579,4.835924006908463
71055,87,841,10.344827586206897
71056,57,627,9.090909090909092
71057,37,656,5.640243902439025
71058,49,679,7.216494845360825
71059,75,806,9.305210918114144
71060,28,651,4.301075268817204
71061,33,968,3.409090909090909
71062,18,647,2.7820710973724885
71063,29,621,4.669887278582931
71064,34,647,5.255023183925811
71065,0,101,0.0
72001,14,515,2.7184466019417477
72002,33,483,6.832298136645963
72003,25,540,4.62962962962963
72004,152,954,15.932914046121594
72005,140,906,15.45253863134658
72006,81,671,12.071535022354695
72007,30,437,6.864988558352403
72008,93,613,15.171288743882545
72009,116,817,14.19828641370869
72010,74,695,10.647482014388489
72011,19,478,3.9748953974895396
72012,22,466,4.721030042918455
72013,18,464,3.8793103448275863
72014,45,502,8.96414342629482
72015,28,549,5.100182149362477
72016,11,329,3.3434650455927053
72017,15,387,3.875968992248062
72018,53,417,12.709832134292565
72019,49,507,9.664694280078896
72020,23,360,6.388888888888889
72021,3,342,0.8771929824561403
72022,23,294,7.8231292517006805
72023,25,404,6.188118811881188
72024,26,362,7.18232044198895
72025,28,468,5.982905982905983
72026,120,766,15.66579634464752
72027,43,418,10.287081339712918
72028,16,241,6.639004149377594
72029,48,563,8.52575488454707
72030,60,469,12.793176972281449
72031,22,370,5.945945945945946
72032,42,528,7.954545454545454
72033,47,446,10.538116591928251
72034,12,296,4.054054054054054
72035,30,399,7.518796992481203
72036,19,304,6.25
72037,22,439,5.011389521640091
72038,28,387,7.235142118863049
72039,33,465,7.096774193548387
72040,16,377,4.244031830238727
72041,55,548,10.036496350364963
72042,20,374,5.347593582887701
72043,32,458,6.986899563318778
72044,15,471,3.1847133757961785
72045,7,305,2.2950819672131146
72046,28,345,8.115942028985508
72047,18,334,5.389221556886228
72048,20,389,5.141388174807198
72049,13,334,3.8922155688622753
72050,19,363,5.234159779614325
72051,12,333,3.6036036036036037
72052,22,452,4.867256637168142
72053,36,427,8.430913348946136
72054,11,330,3.3333333333333335
72055,41,430,9.534883720930232
72056,30,383,7.83289817232376
72057,31,393,7.888040712468193
72058,67,735,9.115646258503402
72059,32,442,7.239819004524887
72060,32,378,8.465608465608465
72061,17,383,4.438642297650131
72062,29,410,7.073170731707317
72063,23,371,6.199460916442049
73001,35,857,4.084014002333722
73002,8,208,3.8461538461538463
73003,28,616,4.545454545454546
73004,36,892,4.0358744394618835
73005,23,509,4.518664047151277
73006,22,770,2.857142857142857
73007,20,642,3.115264797507788
73008,8,304,2.6315789473684212
73009,5,373,1.3404825737265416
73010,6,329,1.8237082066869301
73011,19,724,2.6243093922651934
73012,53,801,6.616729088639201
73013,25,763,3.2765399737876804
73014,19,514,3.6964980544747084
73015,32,952,3.361344537815126
73016,20,657,3.0441400304414
73017,15,658,2.2796352583586628
73018,3,227,1.3215859030837005
73019,32,959,3.3368091762252345
73020,30,1010,2.9702970297029703
73021,38,725,5.241379310344827
73022,18,672,2.6785714285714284
73023,14,647,2.1638330757341575
73024,27,565,4.778761061946903
73025,30,773,3.8809831824062098
73026,32,655,4.885496183206107
73027,29,760,3.8157894736842106
73028,13,574,2.264808362369338
73029,21,727,2.8885832187070153
73030,25,839,2.9797377830750893
73031,9,653,1.3782542113323124
73032,29,700,4.142857142857143
73033,22,693,3.1746031746031744
73034,31,951,3.259726603575184
73035,14,342,4.093567251461988
73036,10,546,1.8315018315018314
73037,23,751,3.062583222370173
73038,14,866,1.6166281755196306
73039,8,772,1.0362694300518134
73040,11,633,1.7377567140600316
73041,8,527,1.5180265654648957
73042,4,524,0.7633587786259542
73043,12,704,1.7045454545454546
73044,7,686,1.0204081632653061
73045,26,777,3.346203346203346
73046,11,683,1.610541727672035
73047,17,591,2.8764805414551606
73048,11,745,1.476510067114094
73049,8,511,1.5655577299412915
73050,10,793,1.2610340479192939
73051,14,846,1.6548463356973995
73052,17,667,2.548725637181409
73053,11,707,1.5558698727015559
73054,18,835,2.155688622754491
73055,15,672,2.232142857142857
73056,10,533,1.876172607879925
73057,11,601,1.8302828618968385
73058,14,589,2.3769100169779285
73059,35,980,3.5714285714285716
73060,31,388,7.989690721649485
73061,22,441,4.988662131519274
73062,44,1070,4.11214953271028
73063,19,709,2.6798307475317347
73064,25,982,2.545824847250509
73065,17,597,2.847571189279732
73066,37,934,3.961456102783726
73067,19,777,2.4453024453024454
73068,10,608,1.644736842105263
73069,64,961,6.659729448491155
74001,22,782,2.813299232736573
74002,56,862,6.496519721577727
74003,42,797,5.269761606022585
74004,36,746,4.825737265415549
74005,26,618,4.207119741100324
74006,34,696,4.885057471264368
74007,30,633,4.739336492890995
74008,39,939,4.15335463258786
74009,31,396,7.828282828282828
74010,34,903,3.7652270210409746
74011,50,935,5.347593582887701
74012,45,976,4.610655737704918
74013,43,774,5.555555555555555
74014,53,932,5.686695278969957
74015,69,956,7.2175732217573225
74016,69,1108,6.227436823104693
74017,90,953,9.44386149003148
74018,103,1076,9.572490706319703
74019,60,756,7.936507936507937
74020,69,830,8.313253012048193
74021,41,627,6.539074960127592
74022,66,912,7.2368421052631575
74023,70,930,7.526881720430108
74024,72,864,8.333333333333334
74025,48,525,9.142857142857142
74026,110,894,12.304250559284116
74027,81,980,8.26530612244898
74028,62,550,11.272727272727273
74029,11,410,2.682926829268293
74030,47,612,7.6797385620915035
74031,96,867,11.07266435986159
74032,18,349,5.157593123209169
74033,73,597,12.22780569514238
74034,56,659,8.49772382397572
74035,102,776,13.144329896907216
74036,89,792,11.237373737373737
74037,20,352,5.681818181818182
74038,19,362,5.248618784530387
74039,27,347,7.780979827089337
74040,8,254,3.1496062992125986
74041,65,433,15.011547344110854
74042,60,553,10.849909584086799
74043,93,847,10.979929161747343
74044,24,513,4.678362573099415
74045,32,754,4.244031830238727
74046,19,388,4.896907216494846
74047,35,480,7.291666666666667
74048,27,633,4.265402843601896
74049,60,790,7.594936708860759
74050,38,746,5.093833780160858
74051,55,1041,5.283381364073007
74052,33,629,5.246422893481717
74053,71,834,8.513189448441247
74054,34,449,7.572383073496659
74055,45,969,4.643962848297214
74056,36,691,5.209840810419681
74057,56,948,5.9071729957805905
74058,45,671,6.7064083457526085
74059,45,870,5.172413793103448
74060,32,417,7.6738609112709835
74061,19,391,4.859335038363171
74062,13,368,3.532608695652174
74063,10,220,4.545454545454546
74064,7,57,12.280701754385966
74065,13,280,4.642857142857143
74067,0,0,0.0
75001,37,944,3.919491525423729
75002,29,1080,2.685185185185185
75003,35,938,3.7313432835820897
75004,13,450,2.888888888888889
75005,18,778,2.3136246786632393
75006,38,899,4.226918798665183
75007,31,674,4.599406528189911
75008,56,1118,5.008944543828265
75009,21,217,9.67741935483871
75010,37,970,3.814432989690722
75011,15,520,2.8846153846153846
75012,27,659,4.09711684370258
75013,34,801,4.2446941323345815
75014,19,333,5.7057057057057055
75015,25,546,4.5787545787545785
75016,15,299,5.016722408026756
75017,35,550,6.363636363636363
75018,9,315,2.857142857142857
75020,15,513,2.9239766081871346
75021,6,363,1.6528925619834711
75022,30,669,4.484304932735426
75023,21,615,3.4146341463414633
75024,35,777,4.504504504504505
75025,16,401,3.9900249376558605
75026,42,955,4.397905759162303
75027,14,665,2.1052631578947367
75028,41,890,4.606741573033708
75029,63,756,8.333333333333334
75030,27,548,4.927007299270073
75031,63,830,7.590361445783133
75032,55,685,8.02919708029197
75033,36,610,5.901639344262295
75034,38,607,6.260296540362439
75035,14,453,3.0905077262693155
75036,11,207,5.314009661835748
75037,62,630,9.841269841269842
75038,85,751,11.318242343541945
75039,101,662,15.256797583081571
75040,30,598,5.016722408026756
75041,36,830,4.337349397590361
75042,33,802,4.114713216957606
75043,107,912,11.732456140350877
75044,47,943,4.984093319194061
75045,51,714,7.142857142857143
75046,60,830,7.228915662650603
75047,33,711,4.641350210970464
75048,18,482,3.7344398340248963
75049,80,872,9.174311926605505
75050,48,617,7.779578606158833
75051,82,1008,8.134920634920634
75052,53,835,6.347305389221557
75053,59,838,7.040572792362768
75054,32,492,6.504065040650406
75055,18,440,4.090909090909091
75056,24,537,4.4692737430167595
75057,45,726,6.198347107438017
75058,40,707,5.657708628005658
75059,58,1209,4.797353184449959
75060,30,748,4.010695187165775
75061,25,321,7.788161993769471
75062,32,769,4.161248374512354
75063,59,1396,4.226361031518625
75064,45,880,5.113636363636363
75065,28,578,4.844290657439446
75066,25,566,4.41696113074205
75067,0,27,0.0
76001,20,761,2.628120893561104
76002,6,486,1.2345679012345678
76003,8,584,1.36986301369863
76004,10,763,1.3106159895150722
76005,23,823,2.7946537059538277
76006,30,831,3.6101083032490973
76007,31,791,3.9190897597977243
76008,28,545,5.137614678899083
76009,24,923,2.600216684723727
76010,64,709,9.026798307475318
76011,35,639,5.477308294209703
76012,32,759,4.216073781291173
76013,30,724,4.143646408839779
76014,26,806,3.225806451612903
76015,29,786,3.6895674300254453
76016,15,578,2.5951557093425603
76017,27,692,3.901734104046243
76018,14,621,2.254428341384863
76019,36,963,3.7383177570093458
76020,27,849,3.1802120141342756
76021,30,785,3.821656050955414
76022,31,780,3.9743589743589745
76023,30,651,4.608294930875576
76024,37,960,3.8541666666666665
76025,30,694,4.322766570605188
76026,14,741,1.8893387314439947
76027,31,733,4.229195088676671
76028,35,828,4.2270531400966185
76029,18,613,2.936378466557912
76030,38,905,4.198895027624309
76031,26,792,3.282828282828283
76032,24,941,2.5504782146652496
76033,58,1006,5.7654075546719685
76034,36,941,3.8257173219978746
76035,47,926,5.075593952483802
76036,49,986,4.9695740365111565
76037,54,1028,5.252918287937743
76038,35,568,6.161971830985915
76039,24,853,2.8135990621336457
76040,14,706,1.9830028328611897
76041,35,715,4.895104895104895
76042,35,868,4.032258064516129
76043,30,718,4.178272980501393
76044,34,1007,3.3763654419066533
76045,33,904,3.650442477876106
76046,32,937,3.4151547491995733
76047,37,720,5.138888888888889
76048,27,791,3.413400758533502
76049,25,819,3.0525030525030523
76050,48,960,5.0
76051,31,738,4.200542005420054
76052,44,836,5.2631578947368425
76053,38,931,4.081632653061225
76054,39,1053,3.7037037037037037
76055,54,981,5.504587155963303
76056,61,970,6.288659793814433
76057,34,632,5.379746835443038
76058,63,965,6.528497409326425
76059,49,711,6.891701828410689
76060,35,659,5.311077389984826
76061,31,635,4.881889763779528
76062,63,888,7.094594594594595
76064,0,0,0.0
77001,27,421,6.4133016627078385
77002,19,550,3.4545454545454546
77003,12,511,2.3483365949119372
77004,7,126,5.555555555555555
77005,16,512,3.125
77006,19,513,3.7037037037037037
77007,12,528,2.272727272727273
77008,14,469,2.985074626865672
77009,15,534,2.808988764044944
77010,21,483,4.3478260869565215
77011,12,500,2.4
77012,21,526,3.9923954372623576
77013,14,597,2.3450586264656614
77014,16,523,3.0592734225621414
77015,3,52,5.769230769230769
77016,5,109,4.587155963302752
77017,9,388,2.3195876288659796
77018,16,391,4.092071611253197
77019,10,442,2.262443438914027
77020,5,154,3.2467532467532467
77021,15,372,4.032258064516129
77022,6,355,1.6901408450704225
77023,21,520,4.038461538461538
77024,13,449,2.89532293986637
77025,6,260,2.3076923076923075
77026,9,380,2.3684210526315788
77027,10,413,2.4213075060532687
77028,7,290,2.413793103448276
77029,3,118,2.542372881355932
77030,4,162,2.4691358024691357
77031,11,369,2.9810298102981028
77032,11,403,2.729528535980149
77033,7,185,3.7837837837837838
77034,3,179,1.675977653631285
77035,6,312,1.9230769230769231
77036,6,286,2.097902097902098
77037,19,379,5.013192612137203
77038,6,265,2.2641509433962264
77039,9,369,2.4390243902439024
77040,10,376,2.6595744680851063
77041,20,441,4.535147392290249
77042,4,536,0.746268656716418
77043,0,1,0.0
77044,10,456,2.192982456140351
77045,0,56,0.0
77046,11,365,3.0136986301369864
77047,29,568,5.105633802816901
77048,2,159,1.2578616352201257
77049,36,769,4.681404421326398
77050,6,400,1.5
77051,17,324,5.246913580246914
77052,17,524,3.2442748091603053
77053,9,433,2.0785219399538106
77054,5,237,2.109704641350211
77055,4,137,2.9197080291970803
77056,4,288,1.3888888888888888
77058,0,0,0.0
77063,0,0,0.0
78001,16,418,3.827751196172249
78002,20,534,3.745318352059925
78003,9,439,2.050113895216401
78004,15,398,3.7688442211055277
78005,12,291,4.123711340206185
78006,9,295,3.0508474576271185
78007,16,430,3.7209302325581395
78008,7,256,2.734375
78009,12,254,4.724409448818897
78010,20,455,4.395604395604396
78011,13,253,5.138339920948616
78012,14,274,5.109489051094891
78013,7,272,2.573529411764706
78014,11,363,3.0303030303030303
78015,3,71,4.225352112676056
78016,10,255,3.9215686274509802
78017,8,432,1.8518518518518519
78018,8,413,1.937046004842615
78019,22,404,5.445544554455446
78020,15,469,3.1982942430703623
78021,18,349,5.157593123209169
78022,23,395,5.822784810126582
78023,23,416,5.528846153846154
78024,2,61,3.278688524590164
78025,21,429,4.895104895104895
78026,19,332,5.72289156626506
78027,23,430,5.348837209302325
78028,40,578,6.920415224913495
78029,34,532,6.390977443609023
78030,24,500,4.8
78031,15,274,5.474452554744525
78032,21,558,3.763440860215054
78033,12,386,3.1088082901554404
78034,16,345,4.63768115942029
78035,17,303,5.6105610561056105
78036,15,554,2.707581227436823
78037,14,486,2.880658436213992
78038,13,264,4.924242424242424
78039,24,422,5.687203791469194
78040,10,339,2.949852507374631
78041,12,331,3.6253776435045317
78042,13,411,3.1630170316301705
78043,7,372,1.881720430107527
78044,13,294,4.421768707482993
78045,3,269,1.1152416356877324
78046,13,354,3.672316384180791
78047,14,368,3.8043478260869565
78048,0,1,0.0
78049,22,453,4.856512141280353
78050,9,162,5.555555555555555
79001,8,501,1.596806387225549
79002,1,66,1.5151515151515151
79003,16,433,3.695150115473441
79004,7,293,2.3890784982935154
79005,6,301,1.9933554817275747
79006,5,239,2.092050209205021
79007,2,59,3.389830508474576
79008,10,276,3.6231884057971016
79009,2,146,1.36986301369863
79010,2,388,0.5154639175257731
79011,7,462,1.5151515151515151
79012,17,520,3.269230769230769
79013,13,397,3.27455919395466
79014,10,427,2.34192037470726
79015,16,550,2.909090909090909
79016,7,266,2.6315789473684212
79017,13,364,3.5714285714285716
79018,11,349,3.151862464183381
79019,5,215,2.3255813953488373
79020,13,429,3.0303030303030303
79021,13,314,4.140127388535032
79022,11,416,2.644230769230769
79023,15,429,3.4965034965034967
79024,15,358,4.189944134078212
79025,6,224,2.6785714285714284
79026,14,254,5.511811023622047
79027,15,469,3.1982942430703623
79028,25,577,4.332755632582322
79029,24,519,4.624277456647399
79030,13,357,3.641456582633053
79031,13,350,3.7142857142857144
79032,15,549,2.73224043715847
79033,13,268,4.850746268656716
79034,16,446,3.587443946188341
79035,19,497,3.8229376257545273
79036,9,367,2.4523160762942777
79037,15,485,3.0927835051546393
79038,8,358,2.2346368715083798
79039,8,307,2.6058631921824102
79040,8,559,1.4311270125223614
79041,13,366,3.551912568306011
79042,13,356,3.651685393258427
79043,36,795,4.528301886792453
79044,24,385,6.233766233766234
79045,17,370,4.594594594594595
79046,30,567,5.291005291005291
79047,34,572,5.944055944055944
79048,6,90,6.666666666666667
79049,5,159,3.1446540880503147
79050,21,376,5.585106382978723
79051,15,368,4.076086956521739
79052,11,403,2.729528535980149
79053,14,328,4.2682926829268295
79054,15,601,2.4958402662229617
79055,28,760,3.6842105263157894
79056,13,423,3.0732860520094563
79057,9,196,4.591836734693878
79058,5,77,6.4935064935064934
79059,3,226,1.3274336283185841
80001,5,92,5.434782608695652
80002,12,335,3.582089552238806
80003,16,325,4.923076923076923
80004,9,199,4.522613065326633
80005,19,292,6.506849315068493
80006,31,433,7.159353348729792
80007,7,184,3.8043478260869565
80008,31,465,6.666666666666667
80009,9,178,5.056179775280899
80010,15,265,5.660377358490566
80011,20,376,5.319148936170213
80012,38,502,7.569721115537849
80013,31,514,6.031128404669261
80014,40,490,8.16326530612245
80015,19,551,3.4482758620689653
80016,28,437,6.407322654462242
80017,32,554,5.776173285198556
80018,12,333,3.6036036036036037
80019,19,248,7.661290322580645
80020,20,374,5.347593582887701
80021,47,469,10.021321961620469
80022,7,297,2.356902356902357
80023,24,392,6.122448979591836
80024,20,404,4.9504950495049505
80025,9,236,3.8135593220338984
80026,21,536,3.917910447761194
80027,3,198,1.5151515151515151
80028,2,88,2.272727272727273
80029,10,477,2.0964360587002098
80030,22,516,4.263565891472868
80031,2,262,0.7633587786259542
80032,7,185,3.7837837837837838
80033,2,80,2.5
80034,12,577,2.079722703639515
80035,29,634,4.574132492113565
80036,14,302,4.635761589403973
80037,25,505,4.9504950495049505
